id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_range,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6945,1bd in fantastic BK location,25659180,Justin,Brooklyn,Crown Heights,40.6729,-73.96003,Entire home/apt,,100,2,4,4/29/2016,0.08,1,0
6946,The Golden Room,3737351,Lawrence,Brooklyn,Canarsie,40.64027,-73.91751,Private room,,45,4,33,6/11/2019,0.66,1,323
6947,CHARMING GARDEN APT IN TOWNHOUSE,271527,Richard,Manhattan,Harlem,40.81007,-73.94007,Entire home/apt,,170,3,52,6/24/2019,1,2,316
6948,Cute and Cozy UWS Studio,2316247,Lam,Manhattan,Upper West Side,40.78124,-73.98475,Entire home/apt,,150,7,10,10/8/2016,0.18,1,68
6949,Two Bedroom Apartment,25686141,Linden,Queens,Ozone Park,40.67924,-73.84771,Entire home/apt,,99,3,66,7/21/2018,1.29,1,189
6950,Beautiful room in Brooklyn,2803589,Helida,Brooklyn,Prospect-Lefferts Gardens,40.65833,-73.95196,Private room,,45,1,0,,,1,0
6951,Comfortable room steps from Central Park,25688822,Lucie,Manhattan,Harlem,40.79967,-73.95444,Private room,,95,3,70,6/30/2019,1.38,1,117
6952,Greenpoint is the place to be!,4162067,Citlali,Brooklyn,Greenpoint,40.72811,-73.94925,Private room,,95,4,1,10/28/2015,0.02,1,0
6953,Home Away From Home,23570473,James,Brooklyn,Crown Heights,40.6726,-73.95364,Private room,,79,1,37,5/27/2019,0.72,3,339
6954,Amazing Loft/ Bed-Stuy/ Full Cleaning Service.,2628658,Marc-Antoine,Brooklyn,Bedford-Stuyvesant,40.68301,-73.93738,Entire home/apt,,120,30,2,12/21/2018,0.18,2,0
6955,Chic Downtown 1 Bedroom,17985595,Lora,Manhattan,Greenwich Village,40.73189,-73.9947,Entire home/apt,,375,14,26,12/18/2018,0.59,1,147
6956,Great Spacious Appartment,23929877,Ely,Manhattan,East Harlem,40.7912,-73.94318,Entire home/apt,,120,5,23,6/18/2019,1.25,1,151
6957,1 Bedroom in a Williamsburg Loft,25711730,Natsuki,Brooklyn,Williamsburg,40.7116,-73.96774,Shared room,,85,1,0,,,1,0
6958,Near Subway -15 min to Manhattan,25715117,Lilia,Queens,Astoria,40.76357,-73.92829,Private room,,100,5,46,6/14/2019,0.91,1,338
6959,Sun-Filled Room near Central Park,12342828,Marco,Manhattan,East Harlem,40.79492,-73.94087,Private room,,84,4,79,6/29/2019,2.06,2,8
6960,Chelsea Oasis 1 Bedroom Brownstone,25720293,Lena,Manhattan,Chelsea,40.74481,-74.00148,Entire home/apt,,549,4,17,12/20/2017,0.33,3,6
6961,"Huge, Beautiful Artist's 2 bedroom",637688,Dan,Brooklyn,Prospect Heights,40.67347,-73.96544,Entire home/apt,,230,7,12,12/26/2018,0.24,1,5
6962,"Cozy, quiet 2-story place by subway",25271688,Margot,Brooklyn,Greenpoint,40.7313,-73.95341,Private room,,100,14,1,9/21/2015,0.02,1,0
6963,"Bright & spacious room, 2 minutes to subway!",10635169,Jin,Brooklyn,Crown Heights,40.67067,-73.95693,Private room,,70,1,49,7/2/2019,4.45,1,47
6964,A Beautiful and Sunny Artist's Home,25744379,Sonia,Queens,Astoria,40.76958,-73.92223,Entire home/apt,,72,3,36,6/28/2019,0.71,1,10
6965,MyModernCrib w/ Empire State Views ,25747773,Ellen!,Manhattan,Kips Bay,40.74045,-73.98175,Private room,,140,5,2,5/21/2016,0.05,1,0
6966,1 Bdrm in Luxury High Rise,41398078,Jimmy,Manhattan,Financial District,40.7076,-74.01367,Private room,,125,3,0,,,1,0
6967,Midtown Launching Pad,24620881,Jack,Manhattan,Midtown,40.75765,-73.96466,Entire home/apt,,135,1,168,6/21/2019,3.21,1,287
6968,East Village Studio,25748492,David,Manhattan,East Village,40.72954,-73.98337,Entire home/apt,,120,1,8,5/30/2016,0.18,1,0
6969,"Private room in Brooklyn, Calico Cat in the house!",25757883,Sayaka,Brooklyn,Bushwick,40.70213,-73.91472,Private room,,49,1,43,11/19/2018,0.82,1,25
6970,Rare Find - Oversized 1BR in Williamsburg center,45384,Nicole,Brooklyn,Williamsburg,40.70971,-73.96561,Entire home/apt,,240,14,20,6/20/2019,0.43,1,238
6971,"Awesome, Sunny Loft - Two Floors!",317718,Andrew,Brooklyn,Greenpoint,40.72514,-73.95392,Entire home/apt,,380,4,0,,,1,177
6972,Perfect apt in UES,25773982,Yas,Manhattan,Upper East Side,40.77569,-73.95721,Entire home/apt,,150,1,9,5/13/2019,0.24,2,364
6973,汤母小屋,25774748,Dong Ming,Queens,Flushing,40.76435,-73.83211,Private room,,89,1,3,5/19/2019,0.06,2,365
6974,"Enjoy Central Park,",25773982,Yas,Manhattan,Upper East Side,40.77595,-73.95573,Private room,,100,3,28,5/22/2019,0.55,2,364
6975,The Red House,262760,Megan,Brooklyn,Flatbush,40.6404,-73.9612,Private room,,75,1,24,5/31/2017,0.52,1,0
6976,A hop to La Guardia Airport in quiet College Point,19918657,Tommy,Queens,College Point,40.78631,-73.83923,Private room,,50,5,5,3/28/2019,0.47,1,310
6977,Spacious Private Room ,25807709,Shula,Brooklyn,Midwood,40.6216,-73.95315,Private room,,60,10,27,7/5/2019,0.5,1,322
6978,LUXURY MID-CENTURY MODERN LOFT SOHO,6095946,Fiona,Manhattan,SoHo,40.72177,-74.00356,Entire home/apt,,760,14,1,8/19/2017,0.04,1,292
6979,Charming Private Bedroom in 2 Bedroom Apartment,4830078,Wesley William,Brooklyn,Williamsburg,40.70853,-73.95368,Private room,,85,3,15,6/14/2019,0.57,1,82
6980,PRIVATE SUNNY ROOM IN BUSHWICK! ,25821864,Viva,Queens,Ridgewood,40.70739,-73.91498,Private room,,65,3,5,10/7/2015,0.09,1,0
6981,Upper East Side Gem!,25840204,Daniel,Manhattan,Upper East Side,40.77546,-73.95165,Entire home/apt,,150,3,75,4/27/2019,1.44,1,234
6982,Quaint One Bed Apartment on UES,7847292,Tom,Manhattan,Upper East Side,40.77537,-73.95029,Entire home/apt,,169,4,147,6/23/2019,2.76,1,310
6983,Harlem Studio w/ view!!,8834234,Jeremy,Manhattan,Harlem,40.81419,-73.95033,Entire home/apt,,85,2,25,6/9/2019,0.52,1,58
6984,Best location & Amazing view / Apt in Tribeca,10207681,Sol,Manhattan,Tribeca,40.71732,-74.00981,Entire home/apt,,350,3,13,5/16/2019,0.36,1,69
6985,"Sunny, modern 1BR in Crown Heights",1387175,David,Brooklyn,Crown Heights,40.67279,-73.96033,Entire home/apt,,148,7,56,6/14/2019,1.05,1,44
6986,Cozy Studio Close to Everything,5349999,David,Brooklyn,Crown Heights,40.67777,-73.95131,Entire home/apt,,100,6,13,1/4/2019,0.26,1,0
6987,Gramercy Park View Pied A Terre,25870353,Amie,Manhattan,Gramercy,40.73661,-73.98706,Entire home/apt,,1000,7,0,,,1,365
6988,Large 1 Bedroom in Brooklyn,25894037,Margaret,Brooklyn,Crown Heights,40.67477,-73.94961,Entire home/apt,,125,1,0,,,1,0
6989,"Cozy Apt, Terrace in Williamsburg",25895198,Mateo,Brooklyn,Williamsburg,40.71505,-73.93936,Entire home/apt,,80,7,10,6/20/2016,0.22,1,0
6990,BRAND NEW condo in Flushing!,10366837,Jia,Queens,Flushing,40.75784,-73.83181,Entire home/apt,,72,2,94,7/1/2019,3.4,3,102
6991,Private BR in amazing neighborhood,17770322,Nicole,Brooklyn,Carroll Gardens,40.68138,-73.9926,Private room,,125,1,8,7/7/2019,0.16,1,191
6992,Easily accessible cozy room! R202,17638424,Sophie,Queens,Elmhurst,40.74602,-73.87338,Private room,,34,1,95,7/2/2019,2.37,8,175
6993,Full Prospect Heights Brownstone!,630519,Alex,Brooklyn,Prospect Heights,40.67676,-73.96683,Entire home/apt,,288,1,2,1/3/2016,0.05,1,0
6994,Modern Prime Williamsburg 1BR w/ Terrace & Views,3560446,Jay,Brooklyn,Williamsburg,40.7169,-73.95087,Entire home/apt,,167,2,59,5/25/2019,1.2,1,0
6995,Charming Studio Apartment,25881276,Jordana,Manhattan,Upper West Side,40.7921,-73.97918,Entire home/apt,,125,21,45,5/27/2019,0.86,2,176
6996,Spacious and welcoming 1 bedroom apt,3116461,Kyala,Brooklyn,East Flatbush,40.65308,-73.95109,Entire home/apt,,100,2,67,6/14/2019,1.27,1,153
6997,Sun drenched art filled apartment,5244243,Mie,Manhattan,Financial District,40.71068,-74.00713,Entire home/apt,,290,5,0,,,1,0
6998,"Spacious 2 Bedroom, 2 Bath, 5th Avenue Entire Apt",14362471,Andy And TJ,Manhattan,East Harlem,40.79641,-73.94847,Entire home/apt,,229,30,6,2/14/2019,0.12,1,61
6999,Boho Williamsburg Room W/ Private Entrance,3646549,Katherine,Brooklyn,Williamsburg,40.71735,-73.94465,Private room,,100,2,49,6/15/2019,0.9,1,149
7000,Private Room w/ Bath and Balcony,25961456,Adam,Brooklyn,Prospect Heights,40.67824,-73.96514,Private room,,60,1,0,,,1,0
7001,PRIME LOCATION - Beautiful 3BR Artist Oasis w/Deck,25318403,Bethany,Brooklyn,Williamsburg,40.71281,-73.95796,Entire home/apt,,225,3,87,7/5/2019,1.63,3,275
7002,Spacious Room in Apt with Backyard,8707742,Kanhar,Brooklyn,Bedford-Stuyvesant,40.6955,-73.94385,Private room,,70,2,0,,,1,0
7003,Beautiful Bushwick - 3BR Apartment,21721684,S.,Brooklyn,Bushwick,40.68594,-73.90653,Entire home/apt,,174,3,198,6/9/2019,3.7,2,269
7004,GORGEOUS 1BR IN MIDTOWN 1/15-1/19,25974544,Patrick,Manhattan,Hell's Kitchen,40.76263,-73.9887,Entire home/apt,,350,1,0,,,1,0
7005,*GALAXY* Spectacular 2 Bedroom - Spacious & Light!,25237492,Juliana,Manhattan,Upper West Side,40.78147,-73.98315,Entire home/apt,,250,30,13,6/15/2019,0.25,34,304
7006,CHARMING TOWNHOUSE NEAR RSD PARK - STUDIO APT,25237492,Juliana,Manhattan,Upper West Side,40.78215,-73.98349,Entire home/apt,,105,30,15,4/19/2019,0.31,34,285
7007,LARGE ROOM IN A GREAT NEIGHBORHOOD,15929586,Jorge,Queens,Ditmars Steinway,40.77645,-73.90566,Private room,,40,3,95,5/20/2019,1.75,1,336
7008,Relaxing Brooklyn Oasis - Prime Location,25999700,Jacqueline,Brooklyn,Crown Heights,40.67615,-73.95776,Private room,,50,14,43,6/22/2019,0.8,1,313
7009,East River view,26005018,Pia,Manhattan,Roosevelt Island,40.76193,-73.94942,Private room,,65,3,43,5/28/2019,0.81,1,35
7010,Stay in Harlem 1 - 3 months!,6228539,Michelle,Manhattan,Harlem,40.80535,-73.95407,Private room,,75,30,1,5/3/2019,0.45,2,330
7011,Beautiful Fort Greene Studio,17465490,Tarun,Brooklyn,Fort Greene,40.68752,-73.9795,Entire home/apt,,180,31,1,1/21/2015,0.02,1,0
7012,Spacious Room in Bushwick Brooklyn,26018110,Vincent,Brooklyn,Williamsburg,40.70898,-73.93286,Private room,,60,25,0,,,1,0
7013,LUX Blg-Prime Area! Lg PRIVATE RM & BATH w/VIEWS!,26019828,Sonia,Manhattan,Hell's Kitchen,40.76159,-73.99824,Private room,,69,2,22,3/20/2019,0.64,2,7
7014,"Spacious Room at Broome St, LES",19195540,Dor,Manhattan,Chinatown,40.71723,-73.99164,Private room,,150,4,36,6/4/2019,0.71,3,294
7015,Furnished room in DUMBO/Fort Greene,26024349,Joyce,Brooklyn,Downtown Brooklyn,40.6978,-73.98396,Private room,,200,1,0,,,1,0
7016,Charming 1BR near Union Square,26024433,Sal,Manhattan,Gramercy,40.73272,-73.9852,Entire home/apt,,125,3,21,6/2/2019,0.4,1,7
7017,Historic Upper West Side Townhouse,26031034,David,Manhattan,Upper West Side,40.79693,-73.96348,Entire home/apt,,795,4,22,6/20/2019,0.42,1,249
7018,Modern/Spacious 4BR +Tent Perfect for LARGE groups,23732730,Buddy,Bronx,Allerton,40.87054,-73.84681,Entire home/apt,,450,2,45,7/2/2019,0.84,4,342
7019,Cozy Room available in UES Apt,22776830,Ella,Manhattan,Upper East Side,40.77209,-73.95083,Private room,,80,1,0,,,1,0
7020,Big 2-story home in Brooklyn Hts.,2370532,Nick,Brooklyn,Brooklyn Heights,40.69119,-73.99438,Entire home/apt,,300,2,8,10/24/2016,0.22,1,0
7021,"Cozy Space in Harlem, Manhattan",6454648,Laksen & Nikki,Manhattan,Harlem,40.81549,-73.95278,Shared room,,80,1,29,6/12/2019,0.62,1,357
7022,Great Gramercy Share Apt,905563,Courtney,Manhattan,Gramercy,40.73718,-73.98373,Private room,,75,5,0,,,1,0
7023,NYC New Years Penthouse suite,22927481,Howard,Manhattan,Midtown,40.7655,-73.98018,Private room,,500,3,1,11/11/2015,0.02,3,0
7024,Wake Up In The City That Never Sleeps,193488,Jane,Manhattan,East Village,40.73273,-73.98969,Private room,,135,1,14,5/26/2019,0.28,2,332
7025,East Village Ageloff Towers,23465153,Darrin,Manhattan,East Village,40.72536,-73.9856,Entire home/apt,,250,1,0,,,1,0
7026,"Simple, sweet in NOLITA-NYC",93292,Alexa,Manhattan,Chinatown,40.71848,-73.99549,Private room,,80,3,153,6/25/2019,2.9,1,238
7027,Great Prospect / Crown Heights 1BR,16616158,Will,Brooklyn,Crown Heights,40.67586,-73.9621,Entire home/apt,,85,5,22,10/28/2015,0.42,1,0
7028,Restored 1910 Brooklyn Loft Suite,10975987,Lisa,Brooklyn,Bushwick,40.68386,-73.90936,Entire home/apt,,150,4,119,6/20/2019,2.23,1,273
7029,Sunny Room in Historic Williamsburg Loft,26089087,Karron,Brooklyn,Williamsburg,40.70907,-73.96396,Private room,,60,1,33,6/26/2019,2.75,1,19
7030,Beautiful Manhattan 1br apartment close to subway!,26079021,Michael,Manhattan,Upper East Side,40.76173,-73.96183,Entire home/apt,,249,3,85,6/28/2019,1.59,1,158
7031,*SPLENDID* Fantastic 2 BR Apt near many Hospitals,25237492,Juliana,Manhattan,Upper East Side,40.7606,-73.96028,Entire home/apt,,155,30,17,2/2/2019,0.32,34,316
7032,Large & Sunny Bedroom - super close to subway,8873293,Helena S,Brooklyn,Bedford-Stuyvesant,40.68951,-73.95524,Private room,,65,2,14,5/26/2018,0.27,2,0
7033,"Railroad Apt in Greenpoint, BKLYN",26100862,Ira,Brooklyn,Greenpoint,40.72474,-73.94733,Entire home/apt,,90,1,0,,,1,0
7034,1 BR Apartment in UES - 5' walk to CentralPark,13220337,Brian,Manhattan,East Harlem,40.79213,-73.94974,Entire home/apt,,150,3,27,5/24/2019,0.5,1,0
7035,It's always sunny in Williamsburg!,3074904,Lauren & Chelsea,Brooklyn,Williamsburg,40.71301,-73.95374,Private room,,96,1,175,6/16/2019,3.27,4,44
7036,1BR with backyard in Williamsburg!,26124805,Laura,Brooklyn,Williamsburg,40.71677,-73.95773,Private room,,90,1,0,,,1,0
7037,Large Room in Greenwich Village,26133955,William,Manhattan,West Village,40.73345,-74.00302,Private room,,89,1,1,4/21/2016,0.03,1,365
7038,Private Bedroom in Upper Manhattan,9018446,Javier,Manhattan,Washington Heights,40.83554,-73.93849,Private room,,80,1,307,6/29/2019,5.66,1,54
7039,near Columbia Hospital,26136707,Jorge,Manhattan,Washington Heights,40.8447,-73.93369,Private room,,77,4,80,6/16/2019,1.57,1,66
7040,Sunny room in Bushwick; Minutes from subway!,13501341,Fiorella,Brooklyn,Bushwick,40.70171,-73.91344,Private room,,60,1,155,6/20/2019,3.39,2,170
7041,"Spaceful 1 BR apartment, sleeps 3",10428997,Marta,Manhattan,Upper West Side,40.79463,-73.97061,Entire home/apt,,165,4,72,6/24/2019,1.35,1,0
7042,"Sunny, comfy room in quiet Park Slope apmt",25963759,Andrew,Brooklyn,South Slope,40.66135,-73.98726,Private room,,70,1,3,10/5/2015,0.06,1,363
7043,2 Bedroom in Bed Stuy,8813443,Win,Brooklyn,Bedford-Stuyvesant,40.68574,-73.95758,Entire home/apt,,83,1,0,,,1,0
7044,Lovely Big Bedroom in Clinton Hill,26162659,Kylie,Brooklyn,Bedford-Stuyvesant,40.69494,-73.95507,Private room,,70,1,0,,,1,0
7045,Reduced$ EastVillage Entire 1BD APT,1445871,Gregory,Manhattan,East Village,40.73096,-73.98376,Entire home/apt,,139,1,62,6/30/2019,1.15,1,240
7046,Private Bedroom in BK Brownstone,25052740,Nina,Brooklyn,Bedford-Stuyvesant,40.69604,-73.94504,Private room,,50,7,13,5/16/2019,0.33,3,227
7047,Humble 1BR in Bushwick,26164700,Nico,Brooklyn,Bushwick,40.69709,-73.91003,Private room,,50,1,0,,,1,0
7048,"Cute, Cozy in Prime Williamsburg",2372310,Liz,Brooklyn,Williamsburg,40.71343,-73.94842,Entire home/apt,,220,5,0,,,1,21
7049,Million Dollar Listing :Times Square,6278351,Scott,Manhattan,Hell's Kitchen,40.75977,-73.98981,Entire home/apt,,250,3,26,6/29/2019,0.51,1,96
7050,Study in 1885 Gothic Brownstone.,8954264,Rod,Manhattan,Harlem,40.80858,-73.95132,Private room,,177,10,25,6/8/2019,0.51,1,213
7051,Modern 1br downtown Manhattan,23340108,Andrew,Manhattan,Financial District,40.71182,-74.00497,Entire home/apt,,150,3,7,5/25/2016,0.13,1,0
7052,Cozy private bedroom in duplex,26176627,Jon,Brooklyn,Bushwick,40.70126,-73.93731,Private room,,50,1,0,,,1,0
7053,Sunny NYC APT - 15min from Midtown,12306481,Pao,Queens,Sunnyside,40.74513,-73.91685,Entire home/apt,,90,30,10,5/23/2019,0.28,3,332
7054,BR in heart of trendy williamsburg,26184062,Laura,Brooklyn,Williamsburg,40.71223,-73.95681,Private room,,150,7,1,8/31/2016,0.03,1,179
7055,Cozy New York Studio,192852,Dim,Manhattan,Upper East Side,40.77407,-73.95238,Entire home/apt,,125,3,211,6/22/2019,3.95,1,230
7056,Charming Bright Upper East Space,7021059,Katie,Manhattan,Upper East Side,40.77636,-73.95099,Entire home/apt,,150,1,0,,,2,0
7057,Lovely Victorian Brooklyn 6BR Home,3196390,Orli,Brooklyn,Flatbush,40.63854,-73.95814,Entire home/apt,,415,4,3,7/3/2015,0.06,1,0
7058,Clean & Cozy Private Room,12603113,Stephanie & Linda,Brooklyn,Kensington,40.63953,-73.97214,Private room,,50,2,39,6/24/2019,0.77,1,245
7059,Charming Townhouse Near RSD Park!  2 Bedroom Apt,25237492,Juliana,Manhattan,Upper West Side,40.78305,-73.98398,Entire home/apt,,165,30,16,6/15/2019,0.31,34,326
7060,15 mins to Times Square + Sleeps 4,2908101,Mahesh,Manhattan,Harlem,40.82846,-73.94393,Entire home/apt,,175,4,29,11/5/2018,0.55,1,7
7061,Large Room In Beautiful Brownstone ,63613,Patricia,Brooklyn,Clinton Hill,40.69105,-73.96789,Private room,,50,60,0,,,2,210
7062,Great 2 bedroom on The Upper East Side,1700398,Vered,Manhattan,Upper East Side,40.77421,-73.95361,Entire home/apt,,250,4,0,,,1,0
7063,Clean & Warm East Village Escape!,26265097,Nancy,Manhattan,East Village,40.7295,-73.98398,Entire home/apt,,100,5,1,2/6/2015,0.02,1,0
7064,Beautiful Studio in the Upper East (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,40.78151,-73.94775,Entire home/apt,,99,30,12,4/27/2019,0.29,15,208
7065,Comfy Bedroom quite neighborhood ,26301893,Claude,Queens,Forest Hills,40.71158,-73.85273,Private room,,80,1,12,1/3/2019,0.35,1,59
7066,flexible 1BD LIVE/ WORK space BK,17312709,Matthew,Brooklyn,Bedford-Stuyvesant,40.6926,-73.94719,Entire home/apt,,140,5,4,6/6/2015,0.08,1,0
7067,Room w/artwork & huge window on historic block!,19850240,Neal,Manhattan,Harlem,40.80954,-73.94227,Private room,,83,7,18,3/3/2019,0.66,1,0
7068,Cozy room in a quite neighborhood,7801481,Inez,Queens,Bay Terrace,40.78598,-73.77915,Private room,,99,3,4,5/4/2018,0.08,2,7
7069,Fun Space in the Heart of Williamsburg,21201361,Jamie,Brooklyn,Williamsburg,40.71102,-73.95627,Private room,,79,1,1,8/26/2018,0.09,1,89
7070,Quiet private retreat high above Brooklyn.,19293586,Adam,Brooklyn,Williamsburg,40.71759,-73.94388,Private room,,100,2,19,6/29/2019,0.61,1,34
7071,Quaint Sunny Cobble Hill Brownstone,26360956,Jen,Brooklyn,Cobble Hill,40.68854,-73.99533,Entire home/apt,,160,4,16,11/21/2016,0.3,1,0
7072,Huge Sunny Private Room in Bushwick,26260328,Alec,Brooklyn,Bushwick,40.70206,-73.91342,Private room,,45,7,1,2/16/2016,0.02,1,0
7073,Top Floor Williamsburg Beauty,26362901,William,Brooklyn,Williamsburg,40.71124,-73.95717,Entire home/apt,,225,1,63,11/14/2017,1.27,1,0
7074,Alcove Studio 1 blk from Times Sq,24915685,Naveen,Manhattan,Hell's Kitchen,40.75928,-73.99036,Entire home/apt,,180,1,0,,,1,0
7075,Modern Studio Apt in Williamsburg,26380626,Shamim,Brooklyn,Williamsburg,40.71768,-73.95355,Entire home/apt,,90,7,1,4/29/2018,0.07,1,0
7076,Lovely room in Prospect Heights,15321576,Daniel,Brooklyn,Prospect Heights,40.67467,-73.96557,Private room,,60,1,0,,,1,0
7077,"Close to subway, Manhattan, & shops with kitchen",26382036,William,Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,,120,5,31,5/27/2019,0.64,2,64
7078,Best Location in Midtown Manhattan,8329975,Gore,Manhattan,Hell's Kitchen,40.76645,-73.98539,Entire home/apt,,150,4,15,6/29/2019,0.41,1,5
7079,I LOVE BROOKLYN PRIVATE 1-BR APT,4265630,Nowme And Ra,Brooklyn,Flatbush,40.64801,-73.95623,Entire home/apt,,80,4,51,6/22/2019,0.97,2,306
7080,Historic West Village Charmer,22984995,Erin,Manhattan,West Village,40.73822,-74.00606,Entire home/apt,,275,2,11,7/18/2018,0.21,1,0
7081,Cozy 1BD near midtown Manhattan,26388856,Kat,Queens,Long Island City,40.7599,-73.9285,Entire home/apt,,110,14,35,5/24/2019,0.69,1,177
7082,Room in artist apartment/ close to Ferry,26405093,Jeff,Staten Island,Stapleton,40.6375,-74.07654,Private room,,85,1,0,,,2,359
7083,Upper East Side Beautiful Studio,1965783,Cranford,Manhattan,Upper East Side,40.76996,-73.95875,Entire home/apt,,245,1,3,5/24/2015,0.06,1,0
7084,Master bedroom in Williamsburg,2638171,Renan,Brooklyn,Williamsburg,40.71577,-73.94604,Private room,,90,3,0,,,1,364
7085,Designer's Red Hook Apartment,10125456,Carly,Brooklyn,Red Hook,40.67404,-74.01021,Entire home/apt,,115,5,51,5/15/2019,0.95,1,8
7086,Comfy Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.76374,-73.87103,Private room,,54,1,430,7/3/2019,13.45,5,347
7087,Large williamsburg apt. Sleeps 4.,26433326,Martha,Brooklyn,Williamsburg,40.70783,-73.94858,Entire home/apt,,195,2,3,12/30/2015,0.06,1,0
7088,Stunning townhouse in Park Slope,7203997,Gosia,Brooklyn,Park Slope,40.67034,-73.97512,Entire home/apt,,995,2,43,6/13/2019,0.82,2,328
7089,Amazingly bright and cozy apartment,2897021,Julia,Manhattan,East Village,40.72695,-73.98675,Entire home/apt,,120,10,7,1/4/2017,0.13,1,0
7090,Quiet Bdrm w/Private Bath & TV in BIG apartment!,26446036,Buddy,Manhattan,Upper West Side,40.78648,-73.9692,Private room,,135,2,78,6/2/2019,1.68,1,0
7091,"SpaciousRoom in the heart of New York,Times Square",17450152,Tiba,Manhattan,Hell's Kitchen,40.76332,-73.9884,Private room,,150,1,38,6/21/2019,0.77,5,307
7092,Cozy Private Room for one female,9059339,Christine,Manhattan,East Harlem,40.78744,-73.95211,Private room,,61,7,167,5/22/2019,3.21,1,292
7093,BEAUTIFUL 2 BED/ BRICK WALLS/ 52ST,1475015,Mike,Manhattan,Midtown,40.75587,-73.96856,Entire home/apt,,115,30,0,,,52,281
7094,1bd in a sunny 2 bd Ft. Greene Apt,26003292,Carrie,Brooklyn,Fort Greene,40.69454,-73.97166,Private room,,63,1,104,6/23/2019,2.16,1,11
7095,Cozy one-bedroom in E Village,1946840,Nick,Manhattan,East Village,40.72982,-73.98316,Entire home/apt,,185,7,21,6/4/2019,0.4,1,27
7096,"Large, comfy 1br in Williamsburg!",26529661,Alexis,Brooklyn,Williamsburg,40.7127,-73.94643,Entire home/apt,,1763,60,0,,,1,0
7097,Monthly Rental in Crown Heights,24711354,Forrest,Brooklyn,Crown Heights,40.66809,-73.93373,Private room,,33,28,20,4/6/2019,0.37,1,282
7098,NOT AVAILABLE,2086194,Robert,Brooklyn,Prospect Heights,40.68163,-73.96709,Private room,,55,2,3,5/17/2015,0.06,1,189
7099,"Sunny 1000 sqft, heart of Crown Hts",7088204,Genesis,Brooklyn,Crown Heights,40.67131,-73.94979,Entire home/apt,,150,5,8,5/20/2019,0.36,1,118
7100,Roomy Studio at Prospect Park,5125933,Penelope,Brooklyn,Prospect-Lefferts Gardens,40.65621,-73.95696,Entire home/apt,,80,21,3,8/27/2017,0.07,1,0
